match_turn,player1wins,match,turnNumber
"[Gen 1] Random Battle-54021,7364,22908,45494-turn17.txt",0,"[Gen 1] Random Battle-54021,7364,22908,45494",17
"[Gen 1] Random Battle-54021,7364,22908,45494-turn2.txt",0,"[Gen 1] Random Battle-54021,7364,22908,45494",2
"[Gen 1] Random Battle-54021,7364,22908,45494-turn25.txt",0,"[Gen 1] Random Battle-54021,7364,22908,45494",25
"[Gen 1] Random Battle-54021,7364,22908,45494-turn29.txt",0,"[Gen 1] Random Battle-54021,7364,22908,45494",29
"[Gen 1] Random Battle-54021,7364,22908,45494-turn4.txt",0,"[Gen 1] Random Battle-54021,7364,22908,45494",4
"[Gen 1] Random Battle-54021,7364,22908,45494-turn41.txt",0,"[Gen 1] Random Battle-54021,7364,22908,45494",41
"[Gen 1] Random Battle-54021,7364,22908,45494-turn9.txt",0,"[Gen 1] Random Battle-54021,7364,22908,45494",9
"[Gen 1] Random Battle-54030,48699,10015,13958-turn0.txt",1,"[Gen 1] Random Battle-54030,48699,10015,13958",0
"[Gen 1] Random Battle-54030,48699,10015,13958-turn11.txt",1,"[Gen 1] Random Battle-54030,48699,10015,13958",11
"[Gen 1] Random Battle-54030,48699,10015,13958-turn12.txt",1,"[Gen 1] Random Battle-54030,48699,10015,13958",12
"[Gen 1] Random Battle-54030,48699,10015,13958-turn13.txt",1,"[Gen 1] Random Battle-54030,48699,10015,13958",13
"[Gen 1] Random Battle-54030,48699,10015,13958-turn17.txt",1,"[Gen 1] Random Battle-54030,48699,10015,13958",17
"[Gen 1] Random Battle-54030,48699,10015,13958-turn18.txt",1,"[Gen 1] Random Battle-54030,48699,10015,13958",18
"[Gen 1] Random Battle-54030,48699,10015,13958-turn24.txt",1,"[Gen 1] Random Battle-54030,48699,10015,13958",24
"[Gen 1] Random Battle-54030,48699,10015,13958-turn26.txt",1,"[Gen 1] Random Battle-54030,48699,10015,13958",26
"[Gen 1] Random Battle-54030,48699,10015,13958-turn31.txt",1,"[Gen 1] Random Battle-54030,48699,10015,13958",31
"[Gen 1] Random Battle-54030,48699,10015,13958-turn35.txt",1,"[Gen 1] Random Battle-54030,48699,10015,13958",35
"[Gen 1] Random Battle-54030,48699,10015,13958-turn36.txt",1,"[Gen 1] Random Battle-54030,48699,10015,13958",36
"[Gen 1] Random Battle-54030,48699,10015,13958-turn9.txt",1,"[Gen 1] Random Battle-54030,48699,10015,13958",9
"[Gen 1] Random Battle-54051,50534,20315,20918-turn0.txt",1,"[Gen 1] Random Battle-54051,50534,20315,20918",0
"[Gen 1] Random Battle-54051,50534,20315,20918-turn17.txt",1,"[Gen 1] Random Battle-54051,50534,20315,20918",17
"[Gen 1] Random Battle-54051,50534,20315,20918-turn18.txt",1,"[Gen 1] Random Battle-54051,50534,20315,20918",18
"[Gen 1] Random Battle-54051,50534,20315,20918-turn2.txt",1,"[Gen 1] Random Battle-54051,50534,20315,20918",2
"[Gen 1] Random Battle-54051,50534,20315,20918-turn25.txt",1,"[Gen 1] Random Battle-54051,50534,20315,20918",25
"[Gen 1] Random Battle-54051,50534,20315,20918-turn3.txt",1,"[Gen 1] Random Battle-54051,50534,20315,20918",3
"[Gen 1] Random Battle-54051,50534,20315,20918-turn34.txt",1,"[Gen 1] Random Battle-54051,50534,20315,20918",34
"[Gen 1] Random Battle-54051,50534,20315,20918-turn38.txt",1,"[Gen 1] Random Battle-54051,50534,20315,20918",38
"[Gen 1] Random Battle-54051,50534,20315,20918-turn4.txt",1,"[Gen 1] Random Battle-54051,50534,20315,20918",4
"[Gen 1] Random Battle-54051,50534,20315,20918-turn6.txt",1,"[Gen 1] Random Battle-54051,50534,20315,20918",6
"[Gen 1] Random Battle-54068,23579,62020,22006-turn0.txt",1,"[Gen 1] Random Battle-54068,23579,62020,22006",0
"[Gen 1] Random Battle-54068,23579,62020,22006-turn13.txt",1,"[Gen 1] Random Battle-54068,23579,62020,22006",13
"[Gen 1] Random Battle-54068,23579,62020,22006-turn16.txt",1,"[Gen 1] Random Battle-54068,23579,62020,22006",16
"[Gen 1] Random Battle-54068,23579,62020,22006-turn24.txt",1,"[Gen 1] Random Battle-54068,23579,62020,22006",24
"[Gen 1] Random Battle-54068,23579,62020,22006-turn30.txt",1,"[Gen 1] Random Battle-54068,23579,62020,22006",30
"[Gen 1] Random Battle-54068,23579,62020,22006-turn35.txt",1,"[Gen 1] Random Battle-54068,23579,62020,22006",35
"[Gen 1] Random Battle-54068,23579,62020,22006-turn39.txt",1,"[Gen 1] Random Battle-54068,23579,62020,22006",39
"[Gen 1] Random Battle-54115,19886,47619,38438-turn0.txt",1,"[Gen 1] Random Battle-54115,19886,47619,38438",0
"[Gen 1] Random Battle-54115,19886,47619,38438-turn1.txt",1,"[Gen 1] Random Battle-54115,19886,47619,38438",1
"[Gen 1] Random Battle-54115,19886,47619,38438-turn10.txt",1,"[Gen 1] Random Battle-54115,19886,47619,38438",10
"[Gen 1] Random Battle-54115,19886,47619,38438-turn13.txt",1,"[Gen 1] Random Battle-54115,19886,47619,38438",13
"[Gen 1] Random Battle-54115,19886,47619,38438-turn16.txt",1,"[Gen 1] Random Battle-54115,19886,47619,38438",16
"[Gen 1] Random Battle-54115,19886,47619,38438-turn19.txt",1,"[Gen 1] Random Battle-54115,19886,47619,38438",19
"[Gen 1] Random Battle-54115,19886,47619,38438-turn22.txt",1,"[Gen 1] Random Battle-54115,19886,47619,38438",22
"[Gen 1] Random Battle-54115,19886,47619,38438-turn28.txt",1,"[Gen 1] Random Battle-54115,19886,47619,38438",28
"[Gen 1] Random Battle-54115,19886,47619,38438-turn31.txt",1,"[Gen 1] Random Battle-54115,19886,47619,38438",31
"[Gen 1] Random Battle-54115,19886,47619,38438-turn35.txt",1,"[Gen 1] Random Battle-54115,19886,47619,38438",35
"[Gen 1] Random Battle-54115,19886,47619,38438-turn36.txt",1,"[Gen 1] Random Battle-54115,19886,47619,38438",36
"[Gen 1] Random Battle-54115,19886,47619,38438-turn5.txt",1,"[Gen 1] Random Battle-54115,19886,47619,38438",5
"[Gen 1] Random Battle-54122,21131,11478,8518-turn0.txt",0,"[Gen 1] Random Battle-54122,21131,11478,8518",0
"[Gen 1] Random Battle-54122,21131,11478,8518-turn10.txt",0,"[Gen 1] Random Battle-54122,21131,11478,8518",10
"[Gen 1] Random Battle-54122,21131,11478,8518-turn18.txt",0,"[Gen 1] Random Battle-54122,21131,11478,8518",18
"[Gen 1] Random Battle-54122,21131,11478,8518-turn19.txt",0,"[Gen 1] Random Battle-54122,21131,11478,8518",19
"[Gen 1] Random Battle-54122,21131,11478,8518-turn23.txt",0,"[Gen 1] Random Battle-54122,21131,11478,8518",23
"[Gen 1] Random Battle-54122,21131,11478,8518-turn25.txt",0,"[Gen 1] Random Battle-54122,21131,11478,8518",25
"[Gen 1] Random Battle-54122,21131,11478,8518-turn27.txt",0,"[Gen 1] Random Battle-54122,21131,11478,8518",27
"[Gen 1] Random Battle-54335,26642,16532,54278-turn0.txt",0,"[Gen 1] Random Battle-54335,26642,16532,54278",0
"[Gen 1] Random Battle-54335,26642,16532,54278-turn11.txt",0,"[Gen 1] Random Battle-54335,26642,16532,54278",11
"[Gen 1] Random Battle-54335,26642,16532,54278-turn14.txt",0,"[Gen 1] Random Battle-54335,26642,16532,54278",14
"[Gen 1] Random Battle-54335,26642,16532,54278-turn16.txt",0,"[Gen 1] Random Battle-54335,26642,16532,54278",16
"[Gen 1] Random Battle-54335,26642,16532,54278-turn20.txt",0,"[Gen 1] Random Battle-54335,26642,16532,54278",20
"[Gen 1] Random Battle-54335,26642,16532,54278-turn3.txt",0,"[Gen 1] Random Battle-54335,26642,16532,54278",3
"[Gen 1] Random Battle-54335,26642,16532,54278-turn36.txt",0,"[Gen 1] Random Battle-54335,26642,16532,54278",36
"[Gen 1] Random Battle-54335,26642,16532,54278-turn9.txt",0,"[Gen 1] Random Battle-54335,26642,16532,54278",9
"[Gen 1] Random Battle-54342,57054,24504,39366-turn0.txt",1,"[Gen 1] Random Battle-54342,57054,24504,39366",0
"[Gen 1] Random Battle-54342,57054,24504,39366-turn12.txt",1,"[Gen 1] Random Battle-54342,57054,24504,39366",12
"[Gen 1] Random Battle-54342,57054,24504,39366-turn25.txt",1,"[Gen 1] Random Battle-54342,57054,24504,39366",25
"[Gen 1] Random Battle-54342,57054,24504,39366-turn30.txt",1,"[Gen 1] Random Battle-54342,57054,24504,39366",30
"[Gen 1] Random Battle-54342,57054,24504,39366-turn32.txt",1,"[Gen 1] Random Battle-54342,57054,24504,39366",32
"[Gen 1] Random Battle-54342,57054,24504,39366-turn33.txt",1,"[Gen 1] Random Battle-54342,57054,24504,39366",33
"[Gen 1] Random Battle-54342,57054,24504,39366-turn40.txt",1,"[Gen 1] Random Battle-54342,57054,24504,39366",40
"[Gen 1] Random Battle-54375,8902,5043,16038-turn0.txt",0,"[Gen 1] Random Battle-54375,8902,5043,16038",0
"[Gen 1] Random Battle-54375,8902,5043,16038-turn14.txt",0,"[Gen 1] Random Battle-54375,8902,5043,16038",14
"[Gen 1] Random Battle-54375,8902,5043,16038-turn28.txt",0,"[Gen 1] Random Battle-54375,8902,5043,16038",28
"[Gen 1] Random Battle-54375,8902,5043,16038-turn30.txt",0,"[Gen 1] Random Battle-54375,8902,5043,16038",30
"[Gen 1] Random Battle-54375,8902,5043,16038-turn42.txt",0,"[Gen 1] Random Battle-54375,8902,5043,16038",42
"[Gen 1] Random Battle-54375,8902,5043,16038-turn7.txt",0,"[Gen 1] Random Battle-54375,8902,5043,16038",7
"[Gen 1] Random Battle-54375,8902,5043,16038-turn8.txt",0,"[Gen 1] Random Battle-54375,8902,5043,16038",8
"[Gen 1] Random Battle-54375,8902,5043,16038-turn9.txt",0,"[Gen 1] Random Battle-54375,8902,5043,16038",9
"[Gen 1] Random Battle-54390,12767,51612,24454-turn0.txt",0,"[Gen 1] Random Battle-54390,12767,51612,24454",0
"[Gen 1] Random Battle-54390,12767,51612,24454-turn11.txt",0,"[Gen 1] Random Battle-54390,12767,51612,24454",11
"[Gen 1] Random Battle-54390,12767,51612,24454-turn12.txt",0,"[Gen 1] Random Battle-54390,12767,51612,24454",12
"[Gen 1] Random Battle-54390,12767,51612,24454-turn19.txt",0,"[Gen 1] Random Battle-54390,12767,51612,24454",19
"[Gen 1] Random Battle-54390,12767,51612,24454-turn2.txt",0,"[Gen 1] Random Battle-54390,12767,51612,24454",2
"[Gen 1] Random Battle-54390,12767,51612,24454-turn26.txt",0,"[Gen 1] Random Battle-54390,12767,51612,24454",26
"[Gen 1] Random Battle-54390,12767,51612,24454-turn29.txt",0,"[Gen 1] Random Battle-54390,12767,51612,24454",29
"[Gen 1] Random Battle-54390,12767,51612,24454-turn3.txt",0,"[Gen 1] Random Battle-54390,12767,51612,24454",3
"[Gen 1] Random Battle-54390,12767,51612,24454-turn32.txt",0,"[Gen 1] Random Battle-54390,12767,51612,24454",32
"[Gen 1] Random Battle-54390,12767,51612,24454-turn37.txt",0,"[Gen 1] Random Battle-54390,12767,51612,24454",37
"[Gen 1] Random Battle-54390,12767,51612,24454-turn38.txt",0,"[Gen 1] Random Battle-54390,12767,51612,24454",38
"[Gen 1] Random Battle-54390,12767,51612,24454-turn39.txt",0,"[Gen 1] Random Battle-54390,12767,51612,24454",39
"[Gen 1] Random Battle-54390,12767,51612,24454-turn42.txt",0,"[Gen 1] Random Battle-54390,12767,51612,24454",42
"[Gen 1] Random Battle-54390,12767,51612,24454-turn49.txt",0,"[Gen 1] Random Battle-54390,12767,51612,24454",49
"[Gen 1] Random Battle-54390,12767,51612,24454-turn50.txt",0,"[Gen 1] Random Battle-54390,12767,51612,24454",50
"[Gen 1] Random Battle-54390,12767,51612,24454-turn54.txt",0,"[Gen 1] Random Battle-54390,12767,51612,24454",54
"[Gen 1] Random Battle-54390,12767,51612,24454-turn6.txt",0,"[Gen 1] Random Battle-54390,12767,51612,24454",6
"[Gen 1] Random Battle-54390,12767,51612,24454-turn62.txt",0,"[Gen 1] Random Battle-54390,12767,51612,24454",62
"[Gen 1] Random Battle-54390,12767,51612,24454-turn8.txt",0,"[Gen 1] Random Battle-54390,12767,51612,24454",8
"[Gen 1] Random Battle-54448,34033,4458,47974-turn0.txt",1,"[Gen 1] Random Battle-54448,34033,4458,47974",0
"[Gen 1] Random Battle-54448,34033,4458,47974-turn10.txt",1,"[Gen 1] Random Battle-54448,34033,4458,47974",10
"[Gen 1] Random Battle-54448,34033,4458,47974-turn20.txt",1,"[Gen 1] Random Battle-54448,34033,4458,47974",20
"[Gen 1] Random Battle-54448,34033,4458,47974-turn22.txt",1,"[Gen 1] Random Battle-54448,34033,4458,47974",22
"[Gen 1] Random Battle-54448,34033,4458,47974-turn27.txt",1,"[Gen 1] Random Battle-54448,34033,4458,47974",27
"[Gen 1] Random Battle-54448,34033,4458,47974-turn9.txt",1,"[Gen 1] Random Battle-54448,34033,4458,47974",9
"[Gen 1] Random Battle-54552,37621,39940,20854-turn0.txt",1,"[Gen 1] Random Battle-54552,37621,39940,20854",0
"[Gen 1] Random Battle-54552,37621,39940,20854-turn12.txt",1,"[Gen 1] Random Battle-54552,37621,39940,20854",12
"[Gen 1] Random Battle-54552,37621,39940,20854-turn17.txt",1,"[Gen 1] Random Battle-54552,37621,39940,20854",17
"[Gen 1] Random Battle-54552,37621,39940,20854-turn2.txt",1,"[Gen 1] Random Battle-54552,37621,39940,20854",2
"[Gen 1] Random Battle-54552,37621,39940,20854-turn23.txt",1,"[Gen 1] Random Battle-54552,37621,39940,20854",23
"[Gen 1] Random Battle-54552,37621,39940,20854-turn34.txt",1,"[Gen 1] Random Battle-54552,37621,39940,20854",34
"[Gen 1] Random Battle-54552,37621,39940,20854-turn36.txt",1,"[Gen 1] Random Battle-54552,37621,39940,20854",36
"[Gen 1] Random Battle-54552,37621,39940,20854-turn41.txt",1,"[Gen 1] Random Battle-54552,37621,39940,20854",41
"[Gen 1] Random Battle-54552,37621,39940,20854-turn9.txt",1,"[Gen 1] Random Battle-54552,37621,39940,20854",9
"[Gen 1] Random Battle-54571,5833,16970,7238-turn0.txt",1,"[Gen 1] Random Battle-54571,5833,16970,7238",0
"[Gen 1] Random Battle-54571,5833,16970,7238-turn1.txt",1,"[Gen 1] Random Battle-54571,5833,16970,7238",1
"[Gen 1] Random Battle-54571,5833,16970,7238-turn17.txt",1,"[Gen 1] Random Battle-54571,5833,16970,7238",17
"[Gen 1] Random Battle-54571,5833,16970,7238-turn35.txt",1,"[Gen 1] Random Battle-54571,5833,16970,7238",35
"[Gen 1] Random Battle-54571,5833,16970,7238-turn36.txt",1,"[Gen 1] Random Battle-54571,5833,16970,7238",36
"[Gen 1] Random Battle-54571,5833,16970,7238-turn47.txt",1,"[Gen 1] Random Battle-54571,5833,16970,7238",47
"[Gen 1] Random Battle-54571,5833,16970,7238-turn48.txt",1,"[Gen 1] Random Battle-54571,5833,16970,7238",48
"[Gen 1] Random Battle-54571,5833,16970,7238-turn53.txt",1,"[Gen 1] Random Battle-54571,5833,16970,7238",53
"[Gen 1] Random Battle-5462,53455,39622,46902-turn0.txt",1,"[Gen 1] Random Battle-5462,53455,39622,46902",0
"[Gen 1] Random Battle-5462,53455,39622,46902-turn11.txt",1,"[Gen 1] Random Battle-5462,53455,39622,46902",11
"[Gen 1] Random Battle-5462,53455,39622,46902-turn25.txt",1,"[Gen 1] Random Battle-5462,53455,39622,46902",25
"[Gen 1] Random Battle-5462,53455,39622,46902-turn26.txt",1,"[Gen 1] Random Battle-5462,53455,39622,46902",26
"[Gen 1] Random Battle-54632,15574,20076,438-turn0.txt",1,"[Gen 1] Random Battle-54632,15574,20076,438",0
"[Gen 1] Random Battle-54632,15574,20076,438-turn1.txt",1,"[Gen 1] Random Battle-54632,15574,20076,438",1
"[Gen 1] Random Battle-54632,15574,20076,438-turn16.txt",1,"[Gen 1] Random Battle-54632,15574,20076,438",16
"[Gen 1] Random Battle-54632,15574,20076,438-turn18.txt",1,"[Gen 1] Random Battle-54632,15574,20076,438",18
"[Gen 1] Random Battle-54632,15574,20076,438-turn2.txt",1,"[Gen 1] Random Battle-54632,15574,20076,438",2
"[Gen 1] Random Battle-54632,15574,20076,438-turn20.txt",1,"[Gen 1] Random Battle-54632,15574,20076,438",20
"[Gen 1] Random Battle-54632,15574,20076,438-turn21.txt",1,"[Gen 1] Random Battle-54632,15574,20076,438",21
"[Gen 1] Random Battle-54632,15574,20076,438-turn22.txt",1,"[Gen 1] Random Battle-54632,15574,20076,438",22
"[Gen 1] Random Battle-54632,15574,20076,438-turn26.txt",1,"[Gen 1] Random Battle-54632,15574,20076,438",26
"[Gen 1] Random Battle-54632,15574,20076,438-turn3.txt",1,"[Gen 1] Random Battle-54632,15574,20076,438",3
"[Gen 1] Random Battle-54632,15574,20076,438-turn30.txt",1,"[Gen 1] Random Battle-54632,15574,20076,438",30
"[Gen 1] Random Battle-54632,15574,20076,438-turn4.txt",1,"[Gen 1] Random Battle-54632,15574,20076,438",4
"[Gen 1] Random Battle-54658,55902,19590,28646-turn0.txt",1,"[Gen 1] Random Battle-54658,55902,19590,28646",0
"[Gen 1] Random Battle-54658,55902,19590,28646-turn10.txt",1,"[Gen 1] Random Battle-54658,55902,19590,28646",10
"[Gen 1] Random Battle-54658,55902,19590,28646-turn12.txt",1,"[Gen 1] Random Battle-54658,55902,19590,28646",12
"[Gen 1] Random Battle-54658,55902,19590,28646-turn19.txt",1,"[Gen 1] Random Battle-54658,55902,19590,28646",19
"[Gen 1] Random Battle-54658,55902,19590,28646-turn2.txt",1,"[Gen 1] Random Battle-54658,55902,19590,28646",2
"[Gen 1] Random Battle-54658,55902,19590,28646-turn21.txt",1,"[Gen 1] Random Battle-54658,55902,19590,28646",21
"[Gen 1] Random Battle-54658,55902,19590,28646-turn25.txt",1,"[Gen 1] Random Battle-54658,55902,19590,28646",25
"[Gen 1] Random Battle-54658,55902,19590,28646-turn28.txt",1,"[Gen 1] Random Battle-54658,55902,19590,28646",28
"[Gen 1] Random Battle-54658,55902,19590,28646-turn3.txt",1,"[Gen 1] Random Battle-54658,55902,19590,28646",3
"[Gen 1] Random Battle-54658,55902,19590,28646-turn32.txt",1,"[Gen 1] Random Battle-54658,55902,19590,28646",32
"[Gen 1] Random Battle-54731,25172,37835,26598-turn0.txt",1,"[Gen 1] Random Battle-54731,25172,37835,26598",0
"[Gen 1] Random Battle-54731,25172,37835,26598-turn10.txt",1,"[Gen 1] Random Battle-54731,25172,37835,26598",10
"[Gen 1] Random Battle-54731,25172,37835,26598-turn12.txt",1,"[Gen 1] Random Battle-54731,25172,37835,26598",12
"[Gen 1] Random Battle-54731,25172,37835,26598-turn16.txt",1,"[Gen 1] Random Battle-54731,25172,37835,26598",16
"[Gen 1] Random Battle-54731,25172,37835,26598-turn2.txt",1,"[Gen 1] Random Battle-54731,25172,37835,26598",2
"[Gen 1] Random Battle-54731,25172,37835,26598-turn21.txt",1,"[Gen 1] Random Battle-54731,25172,37835,26598",21
"[Gen 1] Random Battle-54731,25172,37835,26598-turn3.txt",1,"[Gen 1] Random Battle-54731,25172,37835,26598",3
"[Gen 1] Random Battle-54731,25172,37835,26598-turn30.txt",1,"[Gen 1] Random Battle-54731,25172,37835,26598",30
"[Gen 1] Random Battle-54731,25172,37835,26598-turn31.txt",1,"[Gen 1] Random Battle-54731,25172,37835,26598",31
"[Gen 1] Random Battle-54731,25172,37835,26598-turn7.txt",1,"[Gen 1] Random Battle-54731,25172,37835,26598",7
"[Gen 1] Random Battle-54744,63223,4529,48870-turn0.txt",1,"[Gen 1] Random Battle-54744,63223,4529,48870",0
"[Gen 1] Random Battle-54744,63223,4529,48870-turn14.txt",1,"[Gen 1] Random Battle-54744,63223,4529,48870",14
"[Gen 1] Random Battle-54744,63223,4529,48870-turn16.txt",1,"[Gen 1] Random Battle-54744,63223,4529,48870",16
"[Gen 1] Random Battle-54744,63223,4529,48870-turn19.txt",1,"[Gen 1] Random Battle-54744,63223,4529,48870",19
"[Gen 1] Random Battle-54744,63223,4529,48870-turn22.txt",1,"[Gen 1] Random Battle-54744,63223,4529,48870",22
"[Gen 1] Random Battle-54744,63223,4529,48870-turn35.txt",1,"[Gen 1] Random Battle-54744,63223,4529,48870",35
"[Gen 1] Random Battle-54744,63223,4529,48870-turn37.txt",1,"[Gen 1] Random Battle-54744,63223,4529,48870",37
"[Gen 1] Random Battle-54744,63223,4529,48870-turn4.txt",1,"[Gen 1] Random Battle-54744,63223,4529,48870",4
"[Gen 1] Random Battle-54744,63223,4529,48870-turn47.txt",1,"[Gen 1] Random Battle-54744,63223,4529,48870",47
"[Gen 1] Random Battle-54755,52984,47818,18470-turn0.txt",1,"[Gen 1] Random Battle-54755,52984,47818,18470",0
"[Gen 1] Random Battle-54755,52984,47818,18470-turn23.txt",1,"[Gen 1] Random Battle-54755,52984,47818,18470",23
"[Gen 1] Random Battle-54755,52984,47818,18470-turn28.txt",1,"[Gen 1] Random Battle-54755,52984,47818,18470",28
"[Gen 1] Random Battle-54755,52984,47818,18470-turn4.txt",1,"[Gen 1] Random Battle-54755,52984,47818,18470",4
"[Gen 1] Random Battle-54755,52984,47818,18470-turn7.txt",1,"[Gen 1] Random Battle-54755,52984,47818,18470",7
"[Gen 1] Random Battle-54854,45228,44829,32022-turn0.txt",0,"[Gen 1] Random Battle-54854,45228,44829,32022",0
"[Gen 1] Random Battle-54854,45228,44829,32022-turn11.txt",0,"[Gen 1] Random Battle-54854,45228,44829,32022",11
"[Gen 1] Random Battle-54854,45228,44829,32022-turn18.txt",0,"[Gen 1] Random Battle-54854,45228,44829,32022",18
"[Gen 1] Random Battle-54854,45228,44829,32022-turn19.txt",0,"[Gen 1] Random Battle-54854,45228,44829,32022",19
"[Gen 1] Random Battle-54854,45228,44829,32022-turn25.txt",0,"[Gen 1] Random Battle-54854,45228,44829,32022",25
"[Gen 1] Random Battle-54854,45228,44829,32022-turn30.txt",0,"[Gen 1] Random Battle-54854,45228,44829,32022",30
"[Gen 1] Random Battle-54854,45228,44829,32022-turn32.txt",0,"[Gen 1] Random Battle-54854,45228,44829,32022",32
"[Gen 1] Random Battle-54854,45228,44829,32022-turn33.txt",0,"[Gen 1] Random Battle-54854,45228,44829,32022",33
"[Gen 1] Random Battle-54854,45228,44829,32022-turn36.txt",0,"[Gen 1] Random Battle-54854,45228,44829,32022",36
"[Gen 1] Random Battle-54854,45228,44829,32022-turn37.txt",0,"[Gen 1] Random Battle-54854,45228,44829,32022",37
"[Gen 1] Random Battle-54854,45228,44829,32022-turn44.txt",0,"[Gen 1] Random Battle-54854,45228,44829,32022",44
"[Gen 1] Random Battle-54854,45228,44829,32022-turn5.txt",0,"[Gen 1] Random Battle-54854,45228,44829,32022",5
"[Gen 1] Random Battle-54868,30497,42718,16838-turn0.txt",1,"[Gen 1] Random Battle-54868,30497,42718,16838",0
"[Gen 1] Random Battle-54868,30497,42718,16838-turn15.txt",1,"[Gen 1] Random Battle-54868,30497,42718,16838",15
"[Gen 1] Random Battle-54868,30497,42718,16838-turn17.txt",1,"[Gen 1] Random Battle-54868,30497,42718,16838",17
"[Gen 1] Random Battle-54868,30497,42718,16838-turn2.txt",1,"[Gen 1] Random Battle-54868,30497,42718,16838",2
"[Gen 1] Random Battle-54868,30497,42718,16838-turn22.txt",1,"[Gen 1] Random Battle-54868,30497,42718,16838",22
"[Gen 1] Random Battle-54868,30497,42718,16838-turn24.txt",1,"[Gen 1] Random Battle-54868,30497,42718,16838",24
"[Gen 1] Random Battle-54868,30497,42718,16838-turn25.txt",1,"[Gen 1] Random Battle-54868,30497,42718,16838",25
"[Gen 1] Random Battle-54868,30497,42718,16838-turn26.txt",1,"[Gen 1] Random Battle-54868,30497,42718,16838",26
"[Gen 1] Random Battle-54868,30497,42718,16838-turn7.txt",1,"[Gen 1] Random Battle-54868,30497,42718,16838",7
"[Gen 1] Random Battle-54868,30497,42718,16838-turn9.txt",1,"[Gen 1] Random Battle-54868,30497,42718,16838",9
"[Gen 1] Random Battle-54873,58967,7982,49046-turn0.txt",1,"[Gen 1] Random Battle-54873,58967,7982,49046",0
"[Gen 1] Random Battle-54873,58967,7982,49046-turn20.txt",1,"[Gen 1] Random Battle-54873,58967,7982,49046",20
"[Gen 1] Random Battle-54873,58967,7982,49046-turn25.txt",1,"[Gen 1] Random Battle-54873,58967,7982,49046",25
"[Gen 1] Random Battle-54873,58967,7982,49046-turn30.txt",1,"[Gen 1] Random Battle-54873,58967,7982,49046",30
"[Gen 1] Random Battle-54873,58967,7982,49046-turn31.txt",1,"[Gen 1] Random Battle-54873,58967,7982,49046",31
"[Gen 1] Random Battle-54873,58967,7982,49046-turn36.txt",1,"[Gen 1] Random Battle-54873,58967,7982,49046",36
"[Gen 1] Random Battle-54873,58967,7982,49046-turn6.txt",1,"[Gen 1] Random Battle-54873,58967,7982,49046",6
"[Gen 1] Random Battle-54873,58967,7982,49046-turn7.txt",1,"[Gen 1] Random Battle-54873,58967,7982,49046",7
"[Gen 1] Random Battle-54881,38806,14646,35414-turn0.txt",0,"[Gen 1] Random Battle-54881,38806,14646,35414",0
"[Gen 1] Random Battle-54881,38806,14646,35414-turn2.txt",0,"[Gen 1] Random Battle-54881,38806,14646,35414",2
"[Gen 1] Random Battle-54881,38806,14646,35414-turn21.txt",0,"[Gen 1] Random Battle-54881,38806,14646,35414",21
"[Gen 1] Random Battle-54881,38806,14646,35414-turn27.txt",0,"[Gen 1] Random Battle-54881,38806,14646,35414",27
"[Gen 1] Random Battle-54881,38806,14646,35414-turn29.txt",0,"[Gen 1] Random Battle-54881,38806,14646,35414",29
"[Gen 1] Random Battle-54881,38806,14646,35414-turn34.txt",0,"[Gen 1] Random Battle-54881,38806,14646,35414",34
"[Gen 1] Random Battle-54881,38806,14646,35414-turn8.txt",0,"[Gen 1] Random Battle-54881,38806,14646,35414",8
"[Gen 1] Random Battle-54915,6972,13769,9510-turn0.txt",1,"[Gen 1] Random Battle-54915,6972,13769,9510",0
"[Gen 1] Random Battle-54915,6972,13769,9510-turn14.txt",1,"[Gen 1] Random Battle-54915,6972,13769,9510",14
"[Gen 1] Random Battle-54915,6972,13769,9510-turn16.txt",1,"[Gen 1] Random Battle-54915,6972,13769,9510",16
"[Gen 1] Random Battle-54915,6972,13769,9510-turn21.txt",1,"[Gen 1] Random Battle-54915,6972,13769,9510",21
"[Gen 1] Random Battle-54915,6972,13769,9510-turn25.txt",1,"[Gen 1] Random Battle-54915,6972,13769,9510",25
"[Gen 1] Random Battle-54915,6972,13769,9510-turn29.txt",1,"[Gen 1] Random Battle-54915,6972,13769,9510",29
"[Gen 1] Random Battle-54915,6972,13769,9510-turn30.txt",1,"[Gen 1] Random Battle-54915,6972,13769,9510",30
"[Gen 1] Random Battle-54915,6972,13769,9510-turn6.txt",1,"[Gen 1] Random Battle-54915,6972,13769,9510",6
"[Gen 1] Random Battle-55130,38163,25556,42470-turn0.txt",0,"[Gen 1] Random Battle-55130,38163,25556,42470",0
"[Gen 1] Random Battle-55130,38163,25556,42470-turn11.txt",0,"[Gen 1] Random Battle-55130,38163,25556,42470",11
"[Gen 1] Random Battle-55130,38163,25556,42470-turn14.txt",0,"[Gen 1] Random Battle-55130,38163,25556,42470",14
"[Gen 1] Random Battle-55130,38163,25556,42470-turn16.txt",0,"[Gen 1] Random Battle-55130,38163,25556,42470",16
"[Gen 1] Random Battle-55130,38163,25556,42470-turn23.txt",0,"[Gen 1] Random Battle-55130,38163,25556,42470",23
"[Gen 1] Random Battle-55130,38163,25556,42470-turn25.txt",0,"[Gen 1] Random Battle-55130,38163,25556,42470",25
"[Gen 1] Random Battle-55130,38163,25556,42470-turn3.txt",0,"[Gen 1] Random Battle-55130,38163,25556,42470",3
